Rep-id,Condition,Task,SOA,Time,Act-Red,Act-Green
13,congruent,word reading,10,102,0.9992692604918352,0.0009774081658555287
13,congruent,word reading,10,103,0.9993231224168475,0.0009555356009701883
13,congruent,word reading,10,104,0.9993993666082592,0.0009191234009006866
13,congruent,word reading,10,105,0.9994340956725346,0.0008548403702078139
13,congruent,word reading,10,106,0.999503184590043,0.000814947242227011
13,congruent,word reading,10,107,0.9995704020531452,0.0006824647967870362
13,congruent,word reading,10,108,0.9996016719556108,0.0006326559109069587
13,congruent,word reading,10,109,0.999622758442536,0.0005801097347486825
13,congruent,word reading,10,110,0.9996418737710148,0.000520182379905947
13,congruent,word reading,10,111,0.9996667768333791,0.0004816775427088282
13,congruent,word reading,10,112,0.999684048759374,0.00044934268668755787
13,congruent,word reading,10,113,0.9997152083467338,0.00041317328730102517
13,congruent,word reading,10,114,0.9997444522468596,0.0003743106639965467
13,congruent,word reading,10,115,0.9997749906705528,0.0003418497954873212
13,congruent,word reading,10,116,0.9997924677139719,0.00032728543305438816
13,congruent,word reading,10,117,0.9998195377711673,0.0002983708996194663
13,congruent,word reading,10,118,0.9998350489873374,0.00026432167503774926
13,congruent,word reading,10,119,0.9998434017099872,0.00024282262641709326
14,congruent,word reading,10,0,0.4990466943423333,0.5115429187099448
14,congruent,word reading,10,1,0.48663108233696073,0.5074053217586076
14,congruent,word reading,10,2,0.48564022622686226,0.4976621566012429
14,congruent,word reading,10,3,0.4975859414912744,0.5007863766662477
14,congruent,word reading,10,4,0.513342061090071,0.4984747371816718
14,congruent,word reading,10,5,0.5152547443400476,0.4867367939150688
14,congruent,word reading,10,6,0.5105571375871667,0.4999707130559195
14,congruent,word reading,10,7,0.5116677568334858,0.5107675874854101
14,congruent,word reading,10,8,0.50369287949887,0.5299004068449507
14,congruent,word reading,10,9,0.4967964320275507,0.5186235109850592
14,congruent,word reading,10,10,0.49856305417440755,0.5165235913941738
14,congruent,word reading,10,11,0.4878270091359092,0.5054045396520106
14,congruent,word reading,10,12,0.4892827211935313,0.496269713647228
14,congruent,word reading,10,13,0.486026935879566,0.5030370757067644
14,congruent,word reading,10,14,0.48402636312661124,0.4971250604284923
14,congruent,word reading,10,15,0.48372116189437275,0.4802446684643336
14,congruent,word reading,10,16,0.4846025154248639,0.46364775658625806
14,congruent,word reading,10,17,0.49279378652844447,0.46329190467554426
14,congruent,word reading,10,18,0.49985152255482823,0.4552458192526548
14,congruent,word reading,10,19,0.5002272458013768,0.4377332324144641
14,congruent,word reading,10,20,0.49454805775083466,0.41468352583922563
14,congruent,word reading,10,21,0.5012635214314259,0.4213967748197694
14,congruent,word reading,10,22,0.510452131197757,0.4139063681078809
14,congruent,word reading,10,23,0.533811086642117,0.40342369745705325
14,congruent,word reading,10,24,0.5457369138650943,0.3838786369124553
14,congruent,word reading,10,25,0.5613866027508114,0.3718160965572459
14,congruent,word reading,10,26,0.5636239751684549,0.3504763844274057
14,congruent,word reading,10,27,0.5829341966602544,0.3385256753423511
14,congruent,word reading,10,28,0.6102444064109868,0.3169011147949506
14,congruent,word reading,10,29,0.6295045410333393,0.3121522011370703
14,congruent,word reading,10,30,0.6369958398030252,0.30537255022477555
14,congruent,word reading,10,31,0.6477934715591971,0.2954505986373812
14,congruent,word reading,10,32,0.664306523973294,0.27820223838643915
14,congruent,word reading,10,33,0.6697033237567822,0.2698682059017673
14,congruent,word reading,10,34,0.6599085519079727,0.26549632053824235
14,congruent,word reading,10,35,0.6647438774950223,0.2465015208888056
14,congruent,word reading,10,36,0.6740051290749641,0.22482649581121839
14,congruent,word reading,10,37,0.6846018112780395,0.21405990937916536
14,congruent,word reading,10,38,0.7028370430949,0.2027532371047042
14,congruent,word reading,10,39,0.7219766029605486,0.20397413282410867
14,congruent,word reading,10,40,0.7484236504714926,0.19771174334730351
14,congruent,word reading,10,41,0.766180091408684,0.1813576299197749
14,congruent,word reading,10,42,0.7819932786005519,0.17300064354506672
14,congruent,word reading,10,43,0.794821683344614,0.16611746867616223
14,congruent,word reading,10,44,0.8158275728094516,0.15288801027565352
14,congruent,word reading,10,45,0.8239308948423096,0.13922098603253563
14,congruent,word reading,10,46,0.8344531083333396,0.13040459761013076
14,congruent,word reading,10,47,0.8408519677375464,0.12599625106182186
14,congruent,word reading,10,48,0.8501756455103306,0.11267457062398367
14,congruent,word reading,10,49,0.8638961055036267,0.10714238551061586
14,congruent,word reading,10,50,0.8754835838012114,0.09664396875794787
14,congruent,word reading,10,51,0.8886662819511665,0.08887267811019557
14,congruent,word reading,10,52,0.900986500048325,0.08159105375735878
14,congruent,word reading,10,53,0.904211412591634,0.07382654287053443
14,congruent,word reading,10,54,0.9133195889814533,0.07042465892208702
14,congruent,word reading,10,55,0.9170786081514117,0.06303644295892528
